Psys,Ffuel,Porosity,Dparticle,Alpha,Rflat,Tbed,Decay,Fstruct
226756.25,0.5209375,0.36578125,0.0026775,35.868750000000006,0.81125,1544.8125,0.004185625,0.58140625
404450.0,0.9715,0.25625,0.004692,34.05,1.718,913.5,0.006465,0.52125
409715.0,0.87275,0.418125,0.002722,35.745000000000005,1.543,1044.15,0.0096465,0.569375
334250.0,0.5995,0.44775,0.002308,39.81,0.918,578.1,0.003441,0.39175
146465.0,0.89975,0.345625,0.003266,25.035,1.897,609.95,0.0073575,0.501125
288815.0,0.7382500000000001,0.356375,0.002586,17.955,1.871,849.1500000000001,0.0040815,0.287625
404255.0,0.63025,0.458625,0.001514,39.165000000000006,0.269,916.75,0.0094085,0.933375
154265.0,0.87675,0.444875,0.004954,42.495000000000005,0.861,1189.75,0.0053695,0.782875
141395.0,0.92975,0.457375,0.003922,18.045,0.895,1106.5500000000002,0.0047745,1.7016250000000002
316505.0,0.54825,0.312125,0.002666,34.635000000000005,1.239,929.75,0.0073575,0.385625
270875.0,0.74375,0.430375,0.002562,30.495,0.8210000000000001,739.95,0.0054115,1.712125
230705.0,0.62075,0.381875,0.003922,39.315,1.5470000000000002,1617.45,0.0080294999999999,1.2431250000000005
423755.0,0.56425,0.372375,0.00215,24.045,0.533,531.95,0.0064405,0.306875
437990.0,0.8515,0.47075,0.004356,24.630000000000003,1.474,1428.3,0.004939,1.69725
188243.75,0.6440625,0.40296875,0.0041175,27.99375,0.09625,452.8125,0.003048125,1.00796875
242843.75,0.7903125,0.45140625,0.0032525,32.00625,1.16375,1042.6875,0.008341875,1.52640625
240260.0,0.505,0.4895,0.003744,39.42,0.652,485.8,0.006766,0.5545
451006.25,0.7246874999999999,0.25890625,0.0035175,43.40625,0.35875,870.4375,0.009715625,0.68859375
119993.75,0.7990625,0.32453125,0.0042125,24.58125,1.41875,1465.1875,0.008219375,0.91390625
463145.0,0.71225,0.397875,0.001298,42.615,1.481,650.25,0.0036825,1.199375
499025.0,0.52625,0.414125,0.004318,31.005000000000003,0.587,613.85,0.0074135,0.488875
420830.0,0.9895,0.27875,0.004172,28.11,1.11,1326.9,0.003063,1.2072500000000002
445595.0,0.97875,0.491125,0.002942,21.375,1.669,1353.5500000000002,0.0048515,1.404125
278090.0,0.6285000000000001,0.41675,0.003284,24.75,0.626,461.1,0.007347,1.45575
224318.75,0.6834375,0.44953125,0.0042075,18.35625,0.4812499999999999,511.3125,0.009269375,1.04078125
218225.0,0.85725,0.389875,0.002686,33.555,0.747,1509.55,0.0062305,0.992875
355310.0,0.5225,0.38175,0.0023,29.37,1.838,632.7,0.009657,0.29725
279845.0,0.57375,0.335625,0.004614,34.245,1.065,1556.35,0.0084425,0.712875
344975.0,0.99175,0.454375,0.00353,31.515,1.459,711.3499999999999,0.0042285,1.930875
148610.0,0.8065,0.42275,0.001548,27.87,1.006,1410.1,0.008929,1.41725
316310.0,0.9335,0.35125,0.001388,36.27,0.274,1020.1,0.009167,1.04275
220565.0,0.82625,0.338875,0.001838,27.105,0.115,1651.2499999999998,0.0093525,1.0313750000000002
131255.0,0.77425,0.391625,0.002414,20.505,1.515,1175.45,0.0092544999999999,1.344625
405035.0,0.57925,0.474125,0.004366,40.30499999999999,0.641,505.95,0.0099825,0.789875
210230.0,0.9705,0.45825,0.004332,21.09,0.858,1126.7,0.003091,1.93175
203795.0,0.76425,0.450625,0.00361,38.085,1.541,729.55,0.0057475,1.493375
295493.75,0.8671875,0.33703125,0.0028425,16.03125,1.95125,1239.3125,0.003704375,1.85671875
398210.0,0.6045,0.45725,0.001988,18.21,0.07,1688.3,0.006689,1.34375
169865.0,0.73875,0.429875,0.004642,44.295,1.4050000000000002,1487.45,0.0095555,1.776875
347705.0,0.94375,0.449375,0.001362,32.025000000000006,1.823,775.05,0.0052645,0.837125
219590.0,0.7365,0.28825,0.004436,39.69,1.258,783.5,0.006843,1.06025
320843.75,0.7909375000000001,0.29140625,0.0029425,23.11875,0.7662500000000001,1296.1875,0.008621875,0.39765625
467581.25,0.6446875,0.2814062499999999,0.0035125,30.09375,0.95375,1596.8125,0.006670625,1.50453125
354335.0,0.51425,0.362375,0.002558,33.825,1.827,1365.25,0.0094925,0.845875
367205.0,0.78875,0.462375,0.002458,23.415,1.889,1539.45,0.0084634999999999,1.4198750000000002
486935.0,0.94975,0.252125,0.00263,44.895,1.493,1425.05,0.0087785,1.670125
447545.0,0.68975,0.339125,0.003154,36.495,1.291,1284.65,0.0064965,0.263125
343805.0,0.50425,0.3223749999999999,0.003854,21.825,1.561,736.05,0.0099475,0.515125
324305.0,0.51725,0.266625,0.001778,16.515,0.8250000000000001,1629.15,0.0061115,0.322625
498830.0,0.6615,0.38125,0.004876,20.61,1.058,536.5,0.007599,1.56075
342830.0,0.6405000000000001,0.48175,0.003836,31.17,1.366,1324.3,0.007823,0.53525
488495.0,0.94975,0.367375,0.002286,32.925,0.115,586.55,0.0044455,0.600875
270485.0,0.53375,0.336125,0.0039939999999999,18.225,0.635,1334.0499999999995,0.0032205,0.354125
246695.0,0.59675,0.440625,0.004098,22.965,0.749,901.15,0.0052295,0.894875
410690.0,0.7835000000000001,0.30025,0.001756,29.55,1.218,1399.7,0.008285,1.15125
297005.0,0.58975,0.496625,0.004782,26.655,1.275,1094.85,0.0092544999999999,0.824875
317918.75,0.5671875,0.41015625,0.0034525,26.90625,0.95625,927.3125,0.007116875,0.7585937500000001
253325.0,0.56725,0.479625,0.004402,16.155,0.973,954.45,0.0069795,1.083875
488495.0,0.97825,0.438125,0.00123,16.335,0.087,892.05,0.0065385,0.478375
217055.0,0.50275,0.349875,0.001246,25.695,0.505,1690.25,0.0088695,1.939625
322355.0,0.69675,0.410875,0.00455,18.315,1.443,676.25,0.0097515,1.311375
355115.0,0.77175,0.286375,0.0034059999999999,22.965,0.713,1435.45,0.0083795,0.485375
385730.0,0.5305,0.36575,0.004076,44.19,0.03,1389.3000000000002,0.004617,1.09175
367985.0,0.53975,0.358375,0.00325,21.465,1.805,990.85,0.0062025,1.545875
382805.0,0.83675,0.385625,0.0024419999999999,43.155,1.351,1473.15,0.0045155,0.646375
210815.0,0.59575,0.423625,0.002354,25.635,1.1909999999999998,1440.65,0.0074275,0.289375
264830.0,0.6485,0.46775,0.002236,27.69,1.986,968.1,0.003931,1.58525
168695.0,0.84325,0.383125,0.00119,39.765,1.903,1115.65,0.0080365,0.385625
318455.0,0.93725,0.318875,0.0041779999999999,17.325,1.1430000000000002,741.25,0.0053065,1.4583750000000002
476210.0,0.7655000000000001,0.45475,0.004756,38.49,1.85,544.3,0.007613,0.43025
137105.0,0.77625,0.384125,0.002214,29.745,1.253,998.65,0.0056565,0.278875
297395.0,0.7112499999999999,0.280125,0.003798,29.715,1.237,894.6500000000001,0.0060975,1.6946250000000005
117605.0,0.96925,0.375875,0.00455,21.525,0.8190000000000001,1201.45,0.0053695,0.625375
214715.0,0.97225,0.316125,0.002006,39.765,0.787,1408.15,0.0093455,1.108375
267950.0,0.5715,0.31675,0.00102,44.07,0.874,1693.5,0.009979,0.64375
328595.0,0.90675,0.447375,0.003754,28.755000000000003,0.053,403.25,0.0095765,0.250875
407375.0,0.56625,0.338875,0.003026,41.535,0.341,504.65,0.0066225,0.441625
306365.0,0.87525,0.280875,0.00461,44.505,0.537,604.75,0.0057615,1.2011250000000002
494881.25,0.6146875,0.43515625,0.0024625,42.65625,1.22375,896.4375,0.007851875,1.84140625
430970.0,0.8895,0.45675,0.002124,18.57,1.098,658.7,0.008579,1.92125
436820.0,0.521,0.2565,0.003904,30.66,1.612,1499.8,0.004946,1.2895
297931.25,0.9621875,0.39421875,0.0042675,21.65625,1.21875,1496.0625,0.006976875,0.32546875
197018.75,0.6746875,0.3545312499999999,0.0017575,27.65625,1.01125,1250.6875,0.007186875,0.8898437499999999
280625.0,0.50575,0.436875,0.003002,41.265,1.789,747.75,0.0064615,1.5686250000000002
121505.0,0.86975,0.436375,0.0034939999999999,17.355,1.729,756.85,0.0093875,1.992125
426875.0,0.68475,0.359875,0.001822,23.325000000000003,1.725,1326.25,0.0037175,1.4303750000000002
234410.0,0.5385,0.48425,0.004428,22.47,0.8180000000000001,1415.3000000000002,0.009545,1.51175
450518.75,0.6640625,0.45703125,0.0044225,17.56875,1.59875,655.9375,0.004859375,0.62078125
427070.0,0.8075,0.30725,0.003716,25.35,0.438,497.5,0.005289,1.42075
164795.0,0.81875,0.367125,0.004978,39.94500000000001,1.731,1440.65,0.0040254999999999,1.993875
472115.00000000006,0.52175,0.410625,0.00449,33.495000000000005,0.651,1184.55,0.0042845,1.843375
233825.0,0.75175,0.383375,0.00481,23.115,1.1829999999999998,1236.55,0.0040745,0.536125
271265.0,0.58475,0.393625,0.001214,35.745000000000005,0.837,1421.15,0.0086245,1.750625
422390.0,0.9075,0.31475,0.002804,44.01,1.086,700.3,0.003147,1.21775
234410.0,0.9725,0.47375,0.004788,30.39,0.498,1657.1,0.009727,1.96325
302855.0,0.84975,0.499625,0.001202,30.075,1.879,971.35,0.0073225,1.2431250000000005
476015.00000000006,0.98325,0.477875,0.002742,27.405,1.015,719.15,0.0039415,1.255375
266390.0,0.6035,0.27625,0.00146,42.150000000000006,1.786,1490.7,0.006031,0.94475
367985.0,0.55575,0.273625,0.003378,32.80499999999999,1.473,719.15,0.0091145,1.685875
177665.0,0.95425,0.379375,0.004982,36.855,1.019,1025.9499999999998,0.0053485,0.8336250000000001
282575.0,0.55575,0.2941249999999999,0.003022,40.605,1.791,1625.2500000000002,0.0064755,1.412875
111365.0,0.72925,0.290125,0.003914,29.955,1.545,1352.25,0.0098705,0.324375
450031.25,0.8765625,0.49671875,0.0041575,32.41875,1.87125,1084.9375,0.007248125,1.78671875
363890.0,0.9815,0.4347499999999999,0.00498,22.05,0.218,695.1,0.003539,1.85125
395675.0,0.70075,0.454375,0.002958,20.925,0.659,919.35,0.0094295,0.571125
123065.0,0.51475,0.431125,0.002526,44.985,1.479,1631.75,0.0068115,1.3236249999999998
167330.0,0.7865,0.35725,0.002836,38.91,1.802,580.7,0.008663,1.54675
373250.0,0.6155,0.27175,0.0022199999999999,22.47,0.666,1599.9,0.007305,1.95975
372470.0,0.6695,0.39825,0.00166,42.33,0.39,653.5,0.008761,1.79525
299150.0,0.7265,0.30675,0.004012,33.03,1.47,1420.5,0.009489,0.43725
427655.0,0.97525,0.440125,0.004418,15.735,1.819,1691.55,0.0090795,1.503875
328985.0,0.95875,0.284125,0.00215,28.485,0.427,1201.45,0.0061535,0.296375
173765.0,0.70375,0.435625,0.001282,23.625,1.5550000000000002,1123.45,0.0038085,1.1048749999999998
447935.0,0.86175,0.417125,0.003238,24.975,0.711,963.55,0.0098985,0.8546250000000001
179615.0,0.88625,0.300125,0.00379,41.475,1.705,1473.15,0.0058805,1.073375
357845.0,0.91175,0.474625,0.004602,38.625,0.163,468.25,0.0044105,0.970125
245281.25000000003,0.9471875,0.30265625,0.0019725,16.70625,1.94625,1224.6875,0.009409375,1.06265625
274385.0,0.61025,0.291125,0.00463,28.155,1.6749999999999998,418.85,0.0087715,0.767125
274385.0,0.83325,0.273125,0.004654,26.265,1.6150000000000002,401.95,0.0036055,0.837125
345170.0,0.5315,0.36225,0.003148,34.53,0.178,1417.9,0.005933,0.64025
144710.0,0.7275,0.41825,0.002324,39.27,1.646,1516.7,0.009321,0.26225
323135.0,0.62825,0.368875,0.00347,15.285,0.253,721.75,0.0031155,1.7611249999999998
359405.0,0.6677500000000001,0.483625,0.003346,19.245,0.429,561.85,0.0072245,1.558125
207500.0,0.749,0.4235,0.002736,41.7,0.892,615.8,0.008026,0.8485
316895.0,0.71925,0.400875,0.003774,26.235,1.149,833.55,0.0055025,1.440875
204965.0,0.71475,0.303125,0.002346,39.165000000000006,1.221,638.55,0.0032345,1.213375
403475.0,0.55425,0.381625,0.00469,41.685,0.419,1192.35,0.0077215,1.071625
183515.0,0.87625,0.359125,0.00497,44.685,1.6070000000000002,647.65,0.0073925,0.327875
478355.00000000006,0.68825,0.426125,0.0022459999999999,36.765,1.935,999.95,0.0049635,0.599125
114875.0,0.51825,0.343625,0.002082,31.425000000000004,0.987,793.25,0.0034585,1.6281250000000005
267755.0,0.59675,0.490375,0.004142,38.595,1.609,1243.0500000000002,0.0055165,0.963125
334981.25,0.5153125,0.42484375,0.0039425,15.46875,1.99375,966.3125,0.005848125,0.74984375
306170.0,0.7135,0.39525,0.004484,37.11,0.354,1157.9,0.007571,1.44175
241625.0,0.79925,0.415875,0.00281,24.915,1.7970000000000002,972.65,0.0076305,0.716375
353165.0,0.89725,0.269375,0.004614,17.505,0.5710000000000001,764.6500000000001,0.0096185,1.6771250000000002
390605.0,0.96825,0.402625,0.00369,21.255000000000003,0.431,422.75,0.0030035,1.236125
428630.0,0.6835,0.26075,0.003548,31.59,0.102,921.3,0.003049,0.70675
458270.0,0.9585,0.36375,0.004148,16.77,0.014,1194.3,0.004113,1.55725
158165.0,0.98575,0.360125,0.003722,21.975,1.565,630.75,0.0061185,1.838125
466070.0,0.7155,0.42625,0.004228,17.73,1.666,1472.5,0.005541,0.29025
228365.0,0.94075,0.281125,0.0048579999999999,23.955,0.637,721.75,0.0040535,0.5273749999999999
207743.75,0.6021875,0.40546875,0.0033625,37.85625,1.10875,1304.3125,0.004623125,1.53953125
355895.0,0.74925,0.487125,0.001874,41.055,0.305,470.85,0.0077985,1.965875
275555.0,0.68175,0.415375,0.001682,24.375,1.465,1334.0499999999995,0.0067694999999999,0.989375
204818.75,0.6346875000000001,0.35578125,0.0033075,26.71875,0.60375,1452.1875,0.003240625,0.54859375
203843.75,0.8253125,0.28296875,0.0021774999999999,42.39375,1.46375,774.5625,0.008866875,0.95109375
231875.0,0.71925,0.472875,0.002334,22.725,1.1230000000000002,854.35,0.0032205,0.775875
358235.0,0.81725,0.355875,0.00367,20.925,1.6869999999999998,1100.05,0.0053415,0.8423750000000001
409715.0,0.86025,0.266375,0.004686,41.025,1.7029999999999998,963.55,0.0080994999999999,0.641125
199505.0,0.62225,0.462875,0.001538,27.885,1.211,1391.25,0.0032555,0.690125
454175.0,0.51125,0.467125,0.002986,44.805,1.1310000000000002,1664.25,0.0072315,0.378625
429068.75,0.8578125,0.47921875,0.0010325,43.181250000000006,0.12875,706.3125,0.004509375,1.71453125
437210.0,0.9605,0.32025,0.004028,18.93,0.298,827.7,0.0092789999999999,1.11625
391190.0,0.6225,0.36875,0.00126,20.91,1.302,1072.1,0.007739,0.37075
382756.25000000006,0.8071875,0.45515625,0.0038325,30.16875,1.74625,586.0625,0.008998125,1.68390625
432140.0,0.609,0.3665,0.002,31.380000000000003,1.684,511.8,0.008418,0.9955
310070.0,0.7325,0.35425,0.002868,17.31,1.798,619.7,0.006829,0.99025
264050.0,0.5695,0.3702499999999999,0.00282,44.79,1.994,1482.9,0.006521,1.98075
473870.0,0.7015,0.41025,0.003548,39.81,0.262,1256.7,0.007501,0.96225
349070.0,0.8485,0.3097499999999999,0.004684,36.09,0.966,864.0999999999999,0.006353,0.65425
424925.00000000006,0.58525,0.359125,0.003682,28.935,0.433,798.45,0.0095275,1.216875
380855.00000000006,0.7262500000000001,0.382875,0.001538,37.695,1.525,1406.85,0.0092475,1.2536250000000002
395285.0,0.90725,0.327125,0.0048059999999999,31.965000000000003,1.469,1367.85,0.0081905,0.4101249999999999
134765.0,0.54275,0.338375,0.003506,31.605000000000004,1.491,606.05,0.0082465,1.712125
135155.0,0.53875,0.342125,0.00401,38.025000000000006,0.149,643.75,0.0069725,0.350625
252155.0,0.55725,0.325625,0.004262,36.765,1.989,474.75,0.0075604999999999,0.975375
214325.0,0.63625,0.365375,0.003506,38.80500000000001,1.757,772.45,0.0049705,1.930875
337418.75,0.9971875,0.26203125,0.0036875,40.368750000000006,0.06625,1562.6875,0.008175625,1.32078125
468995.00000000006,0.78975,0.407125,0.003746,26.085,0.937,1292.4500000000005,0.0080225,1.990375
304610.0,0.8745,0.27375,0.00346,28.71,0.37,635.3,0.006507,0.72075
210035.0,0.76825,0.390375,0.003274,34.755,1.189,1310.65,0.0085265,1.530125
184685.0,0.54475,0.404875,0.003234,30.255,0.423,1085.75,0.0071264999999999,1.579125
270485.0,0.82375,0.458875,0.001042,39.825,0.783,1388.65,0.0081905,1.082125
152510.0,0.8975,0.34075,0.004428,27.93,0.594,414.3,0.004785,1.25975
468215.00000000006,0.69625,0.449125,0.00275,22.395,1.285,1213.15,0.0043405,0.707625
450665.0,0.54525,0.395375,0.00407,42.795,0.303,690.55,0.0050615,0.635875
276335.0,0.61475,0.283375,0.003918,16.515,1.229,937.55,0.0083725,0.324375
485570.0,0.6115,0.47625,0.004916,27.39,0.322,1438.7,0.004967,0.47925
206915.0,0.95975,0.306625,0.002478,22.665,1.031,1668.15,0.0090095,0.7233750000000001
370325.0,0.55825,0.298375,0.003022,18.135,0.093,1319.75,0.0085265,1.118875
267706.25,0.8059375,0.43734375,0.0039725,17.04375,1.38375,746.9375,0.008298125,1.93546875
196385.0,0.86025,0.438125,0.004054,26.385,1.685,1131.25,0.0043965,0.683125
306365.0,0.76425,0.417375,0.003662,17.475,0.493,491.65,0.0086665,1.425125
238943.75,0.9171875,0.42890625,0.0047225,26.38125,1.03125,1104.4375,0.007930625,1.60953125
138031.25,0.7059375,0.36890625,0.0033225,25.96875,0.30125,779.4375,0.008473125,1.81734375
329570.0,0.8205,0.34025,0.002892,38.97,1.798,419.5,0.005821,0.93425
427850.0,0.9515,0.39975,0.003148,37.29,0.206,562.5,0.003175,1.04975
113656.25,0.5421875,0.28484375,0.0028275,35.23125,0.28125,457.6875,0.003284375,1.31640625
408740.0,0.743,0.4595,0.001328,40.14,0.844,761.4000000000001,0.009202,1.8005
396065.0,0.98775,0.268375,0.004462,17.115000000000002,0.083,524.15,0.0032065,0.789875
306755.0,0.90225,0.463625,0.00241,41.475,0.275,433.15,0.0090235,0.308625
431165.00000000006,0.57725,0.298875,0.003602,22.755,1.253,1375.65,0.0035075,1.615875
378125.0,0.93275,0.411625,0.003238,23.745,1.4089999999999998,1111.75,0.0042915,1.050625
127355.0,0.55725,0.339375,0.004702,27.375,0.8130000000000001,1241.75,0.0087785,1.269375
492785.0,0.70475,0.428125,0.004138,33.525,1.227,1665.55,0.0095345,1.936125
163625.0,0.67275,0.415125,0.004262,37.785,1.999,1464.05,0.0067975,0.929875
292910.0,0.6515,0.36275,0.003652,20.07,0.486,835.5,0.009671,0.97975
349655.0,0.96025,0.436125,0.00311,39.555,0.371,1668.15,0.0042215,1.584375
321770.0,0.9775,0.37275,0.002332,43.290000000000006,1.13,682.1,0.009419,0.30075
288815.0,0.68725,0.265875,0.0025139999999999,18.945,1.415,719.15,0.0030525,0.7408750000000001
242795.0,0.61175,0.337375,0.003426,39.765,0.8290000000000001,1509.55,0.0044315,0.947375
151730.0,0.6815,0.35575,0.0048839999999999,25.05,0.762,806.9,0.005275,0.37425
240455.0,0.60875,0.473875,0.004538,37.815,0.419,724.35,0.0058665,0.252625
136325.0,0.87625,0.477375,0.001154,30.705,0.745,958.35,0.0085615,1.036625
123065.0,0.52775,0.472875,0.0024619999999999,24.825000000000003,1.569,520.25,0.0036965,1.047125
151145.0,0.81175,0.459375,0.004102,33.855000000000004,1.5910000000000002,996.05,0.0034655,1.7471249999999998
254300.0,0.641,0.3515,0.004016,38.7,1.852,1484.2,0.0092859999999999,0.9675
211595.0,0.65225,0.334625,0.003446,33.255,1.6789999999999998,1690.25,0.0077355,0.721625
427265.00000000006,0.58275,0.444625,0.002714,23.205,1.001,950.55,0.0037875,0.884375
366230.0,0.6535,0.45625,0.003068,22.95,1.106,812.1,0.003077,1.38225
325475.0,0.73725,0.317375,0.004058,26.595,1.447,1201.45,0.0084845,0.690125
113705.0,0.87125,0.424625,0.0035499999999999,36.405,0.255,669.75,0.0081695,0.446875
319625.0,0.64775,0.360125,0.00243,18.435,0.455,1083.15,0.0061885,0.280625
141590.0,0.9745,0.41375,0.0048439999999999,21.27,1.522,1542.7,0.008327,1.43125
444230.0,0.5875,0.43125,0.0022199999999999,23.67,0.23,1079.9,0.007809,0.48975
249425.0,0.60025,0.431875,0.0033659999999999,35.175000000000004,1.0990000000000002,685.35,0.0041305,1.916875
430385.00000000006,0.62275,0.471875,0.003642,32.055,0.581,608.65,0.0043685,1.285125
266585.0,0.96125,0.456625,0.00265,25.275,1.097,833.55,0.0049495,1.852125
426095.0,0.57475,0.379875,0.003654,39.855,1.299,999.95,0.0052855,0.562375
177470.0,0.7295,0.27175,0.002764,21.03,1.29,476.7,0.004603,0.52825
458660.0,0.577,0.3755,0.003616,31.74,0.292,454.6,0.005814,1.7935
204770.0,0.8435,0.32775,0.002972,43.41,1.182,1254.1,0.009405,0.89575
411275.0,0.71175,0.343375,0.001838,44.445,0.323,716.55,0.0043825,0.726875
215885.0,0.50375,0.278125,0.0034379999999999,38.265,0.259,1681.15,0.0078895,1.1346250000000002
373055.00000000006,0.77825,0.480375,0.004618,17.235,1.011,1179.35,0.0064755,0.915875
172205.0,0.78325,0.476625,0.00279,33.645,0.173,1063.65,0.0051735,0.863375
151145.0,0.7827500000000001,0.427375,0.002046,17.715,0.055,1257.35,0.0076025,0.8721249999999999
357650.0,0.8634999999999999,0.47675,0.00442,21.33,1.95,900.5,0.007193,0.45125
344195.0,0.59575,0.385125,0.002546,34.845,0.611,505.95,0.0081065,1.164375
250595.0,0.58975,0.478625,0.003282,19.545,0.905,1428.95,0.0072035,1.866125
357065.0,0.63625,0.396875,0.002378,15.675,1.215,988.25,0.0044315,0.791625
135350.0,0.5065,0.45975,0.001436,21.87,0.354,1342.5,0.009909,0.87825
165965.0,0.63475,0.346375,0.002398,17.745,1.245,773.75,0.0056635,1.724375
480743.75,0.9809375,0.26265625,0.0022875,25.293750000000003,0.22875,1460.3125,0.008105625,1.0539062499999998
138470.0,0.9665,0.44475,0.004644,17.37,1.102,1654.5,0.005303,1.48725
418685.00000000006,0.74425,0.261625,0.004258,26.115,0.049,673.65,0.0047955,0.6148750000000001
312215.0,0.91825,0.364625,0.004062,36.465,0.159,513.75,0.0086875,0.637625
451055.0,0.61525,0.394875,0.004694,21.585,1.261,1074.05,0.0047535,0.565875
258931.25,0.5815625,0.4923437499999999,0.0025525,39.46875,0.69625,1655.3125,0.009663125,0.73453125
401525.0,0.93025,0.493625,0.00317,24.645,0.411,1699.35,0.0066855,1.7716249999999998
213935.0,0.81925,0.415375,0.00309,44.445,0.009,1523.85,0.0093805,1.955375
149195.0,0.63875,0.300625,0.004778,24.405,0.203,668.45,0.0063285,0.623625
350435.0,0.76775,0.320625,0.004634,31.155,0.105,1551.15,0.0051175,0.921125
247085.0,0.70825,0.297125,0.003166,28.485,0.427,981.75,0.0034865,1.050625
252155.0,0.74675,0.408375,0.003986,38.415,1.577,1038.95,0.0082395,0.975375
268730.0,0.7415,0.47625,0.001148,19.05,0.274,1514.1,0.009461,1.76375
291350.0,0.5745,0.44875,0.00494,42.09,0.8300000000000001,1620.7,0.004659,0.49325
411031.25,0.8546875,0.28078125,0.0018375,27.01875,0.24625,441.4375,0.0093831249999999,0.6164062499999999
382268.75,0.5496875,0.35703125,0.0030475,29.00625,0.67125,1471.6875,0.003153125,0.7323437500000001
431018.75,0.8434375000000001,0.29609375,0.0010175,41.41875,1.25875,928.9375,0.008735625,0.97296875
405425.0,0.68525,0.426375,0.001918,44.775,1.673,1622.65,0.0070424999999999,0.583375
328985.0,0.50475,0.382125,0.00343,35.475,0.775,1128.65,0.0051805,1.689375
354725.0,0.83375,0.346125,0.003306,19.695,1.847,417.55,0.0093805,1.2973750000000002
451250.0,0.9625,0.48675,0.00474,42.75,0.902,1415.3000000000002,0.005345,1.56775
392945.0,0.80725,0.386125,0.00435,22.005000000000003,0.261,518.95,0.0075115,0.4363749999999999
335225.0,0.75975,0.361375,0.001666,25.425,1.6989999999999998,554.05,0.0068395,1.367375
126965.0,0.99525,0.403375,0.002718,42.765,0.555,1172.85,0.0038225,0.7093750000000001
157970.0,0.7415,0.47675,0.001596,40.41,0.006,1607.7,0.004799,0.30425
368765.0,0.61075,0.350375,0.00299,22.065,0.841,906.35,0.0052155,1.038375
300905.0,0.57025,0.333125,0.00369,42.315,1.485,947.95,0.0044595,1.629875
415418.75,0.5053125,0.31484375,0.0043324999999999,32.53125,0.43875,1543.1875,0.007825625,1.57890625
494345.0,0.82025,0.407375,0.001022,42.315,1.677,1482.25,0.0067065,0.557125
487715.0,0.60575,0.340375,0.0043979999999999,18.495,1.161,1053.25,0.0069165,1.057625
499415.0,0.84275,0.333875,0.00391,25.245,0.859,1577.15,0.0099195,0.894875
367790.0,0.8995,0.40775,0.004292,18.15,1.09,635.3,0.009825,1.57825
125990.0,0.7915,0.41725,0.00126,20.43,0.966,1670.1,0.008901,0.29025
364085.0,0.87425,0.406625,0.00357,36.285,1.713,1523.85,0.0085545,1.234375
245915.0,0.68275,0.252875,0.003194,32.895,1.7970000000000002,1522.55,0.0056705,0.672625
194630.0,0.6775,0.35975,0.002004,33.69,1.358,1664.9,0.004659,0.56675
431555.0,0.6717500000000001,0.388875,0.002426,30.915,0.387,521.55,0.0061675,0.343625
460415.00000000006,0.88475,0.333375,0.003846,34.605000000000004,1.637,1018.15,0.0031995,1.943125
411518.75,0.7834375,0.33640625,0.0047725,18.84375,1.26875,1466.8125,0.003546875,1.43671875
458855.0,0.52175,0.437625,0.001174,39.735,1.967,1123.45,0.0091565,0.751375
395675.0,0.71625,0.340625,0.001686,32.895,0.849,483.85,0.0058875,0.821375
206915.0,0.66475,0.474875,0.0022459999999999,31.035,1.999,568.35,0.0045365,0.686625
178835.0,0.81225,0.285875,0.003606,42.585,0.759,1379.5500000000002,0.0064055,0.914125
118775.0,0.79225,0.394625,0.003714,17.895,1.0710000000000002,583.95,0.0031715,0.702375
488495.0,0.57825,0.392875,0.002922,40.425,0.275,1369.15,0.0050125,0.6288750000000001
431750.0,0.7195,0.33675,0.004044,16.17,1.574,1251.5,0.006479,0.29025
392555.0,0.90375,0.364875,0.003526,24.255,1.4289999999999998,1133.85,0.0099125,1.629875
361745.0,0.66875,0.456625,0.002538,17.625,0.997,444.85,0.0059854999999999,1.264125
228755.0,0.88775,0.443375,0.00367,39.675,0.267,1262.55,0.0058665,0.567625
291545.0,0.62425,0.304625,0.003414,32.715,0.101,1088.35,0.0038015,1.0593750000000002
404255.0,0.85175,0.421125,0.003482,39.885000000000005,0.645,1024.65,0.0049425,1.7156249999999995
160115.0,0.84975,0.474375,0.002698,16.755,0.537,1183.25,0.0067415,1.930875
468605.0,0.87225,0.376375,0.002734,42.675,0.677,1297.65,0.0071684999999999,1.435625
181370.0,0.8325,0.40525,0.001452,25.77,1.222,1436.1,0.007417,0.77325
164210.0,0.5095,0.41475,0.001236,30.450000000000003,0.79,611.9,0.004687,0.32875
355505.0,0.57225,0.321625,0.004214,26.985,0.337,843.95,0.0059015,1.738375
463925.0,0.79975,0.423125,0.002982,18.105,1.815,1019.45,0.0035215,0.721625
279260.0,0.595,0.4965,0.004976,22.86,0.444,1369.8,0.006178,1.8775
128135.0,0.61925,0.493875,0.001386,25.485,1.905,1222.25,0.0037175,0.592125
302465.0,0.54125,0.305625,0.002626,28.305,1.779,1352.25,0.0040115,1.066375
134375.0,0.70225,0.440125,0.00307,21.615,1.829,1107.85,0.0058245,0.768875
196385.0,0.58775,0.480375,0.00285,26.145,0.081,672.3499999999999,0.0054955,1.740125
480890.0,0.5175,0.29875,0.004836,22.11,1.966,884.9,0.008943,1.30175
446618.75,0.6509375,0.41171875,0.0034725,43.556250000000006,0.93375,537.3125,0.009706875,1.65546875
212570.0,0.7145,0.48825,0.003388,38.49,1.614,640.5,0.006101,0.28675
