time
3264.01
3068.87
1064.84
176.937
767.198
1039.95
3631.29
2294.46
1243.97
5680.07
615.124
5869.72
6744.51
1352.45
5150.7
905.372
4680.31
4312.48
735.619
430.056
744.979
3188.54
1733.18
3188.83
3252.86
685.19
275.505
0.001
5617.43
1650.75
2247.76
1954.46
3931.84
2879.26
5971.85
3768.69
4061.89
2972.46
5334.42
1525.11
3873.13
1047.57
3158.35
787.81
5155.62
2736.97
5862.27
7120.87
421.073
54.797
238.071
1437.35
296.102
374.454
2393.83
510.329
585.945
73.8718
2969.22
179.053
5114.57
873.694
1073.35
3865.32
539.844
954.656
6124.55
3623.93
547.159
2376.99
362.602
732.666
6302.03
1665.66
499.883
4158.61
6892.33
5193.98
745.723
652.823
242.501
843.031
382.871
1099.06
235.9
625.756
1514.56
5104.54
1800.86
2728.55
1138.08
4350.11
1555.25
4293.63
4902.83
363.472
4961.39
6960.11
1358.87
1768.99
265.699
5737.33
644.967
2243.68
5050.39
3610.58
2519.08
1943.16
4684.16
5661.44
4634.05
2501.4
1965.69
5822.52
1003.73
823.277
476.448
1843.38
1475.15
6116.65
198.803
175.17
712.089
3592.15
2357.02
2710.12
5487.32
2351.47
335.617
363.989
5071.68
2505.15
611.109
783.779
2064.71
591.77
4950.22
2249.02
4380.38
4170.39
1272.91
1343.65
734.703
6459.22
1320.69
3978.2
5181.8
3161.13
2174.29
2645.8
3292.16
793.222
5073.45
481.896
907.249
1670.73
3347.51
5232.82
3072.23
2651.26
1276.44
1170.96
1010.69
1084.87
633.86
1542.19
878.281
484.468
1710.88
1786.59
2754.84
4764.87
1704.54
583.658
4637.63
1835.2
5405.51
3022.5
3932.67
495.186
5195.08
1500.55
862.519
6772.8
1297.14
967.306
2190.08
2705.66
3216.53
1765.99
106.528
2147.61
6951.29
3570.34
6808.39
5399.4
976.405
1108.5
666.898
197.552
5150.44
1708.23
760.693
757.858
5682.0
4833.58
4890.93
6903.28
1526.43
4196.01
1841.89
1857.48
3990.68
2277.91
907.436
249.525
1586.6
5731.58
607.489
5591.72
3428.7
1180.71
2931.11
505.833
6646.44
535.806
1601.14
2589.17
1373.32
3893.82
6089.45
2855.69
522.235
834.777
6854.77
1317.44
1902.44
1022.72
5928.86
4077.32
1138.75
324.999
2077.61
7033.19
1300.15
4916.22
2787.35
5027.85
774.674
2896.33
2792.07
376.908
233.824
6230.97
489.246
750.089
5245.62
5573.64
1972.83
2730.34
3454.02
3606.55
1227.89
6241.23
673.763
3702.19
6064.84
1664.39
1093.54
2955.8
2527.67
43.3207
149.304
362.096
1185.97
5193.66
277.469
616.25
6934.13
5805.59
5879.67
3122.87
56.0238
3960.95
6963.79
919.654
5830.92
6917.49
0.001
603.5
3846.04
2151.41
2819.7
790.292
4625.22
973.35
2390.48
1785.27
6601.17
4058.37
868.68
2824.0
2135.35
591.77
3414.5
6495.92
1409.95
3162.38
1618.53
3708.69
5147.75
409.035
1055.9
2524.76
2513.11
577.193
1353.92
551.746
2294.17
2519.75
1053.02
2607.09
5660.97
1925.88
977.006
3875.9
1590.57
1211.09
863.804
6617.84
2566.85
4407.72
3321.72
5400.98
472.665
2280.2
6813.01
4053.21
1128.77
282.687
937.913
2265.4
4389.32
2272.81
151.393
1104.03
1097.7
484.787
5325.56
1186.26
228.698
3499.65
848.837
2540.59
3690.07
933.528
834.683
2362.91
1650.75
205.454
528.074
1581.08
2163.16
3264.44
966.563
2965.2
1418.55
385.179
6015.72
700.488
3324.83
525.211
1000.61
5683.29
3079.56
3157.77
898.798
265.943
2838.72
645.083
3395.54
6017.48
321.01
4156.88
1779.32
1309.75
3685.86
4192.63
5583.63
1501.13
6260.45
131.446
5595.38
2057.13
1118.41
952.032
1841.57
1320.81
1112.05
2888.12
1354.75
5405.87
6284.36
513.572
4941.91
6336.89
3211.07
755.421
168.45
5114.05
2074.45
482.012
2485.86
1248.78
950.076
179.936
3756.87
178.084
611.122
1470.75
6810.1
1186.48
5048.13
0.001
1653.18
3093.09
530.703
2814.45
730.877
366.062
5053.6
782.073
311.552
189.958
2245.27
3837.95
2106.43
1701.79
3375.09
4710.89
5405.39
1648.86
5789.38
419.772
631.416
197.558
3270.92
482.135
113.548
1113.08
771.819
243.702
4441.58
6624.03
276.411
5770.57
566.637
0.0269587
3826.0
3164.84
3701.48
1246.23
2123.08
953.693
5938.47
4431.89
1043.93
265.957
1166.5
3176.62
4488.42
2731.72
1233.16
3333.77
1069.73
5858.46
790.725
610.56
1251.29
2547.44
4063.95
737.051
1052.19
4649.63
543.543
1331.03
3810.74
1173.86
1526.66
6389.75
1055.6
802.284
7110.38
1294.53
761.507
6915.51
4668.83
5737.69
6734.99
5400.56
611.359
3788.27
1061.96
1083.2
164.092
5000.13
2315.66
3883.17
4122.11
3589.5
6972.78
1632.33
5919.85
4547.17
466.049
4182.98
2102.36
2208.37
2859.69
3506.21
2053.32
2690.81
4599.6
461.126
3370.46
3938.01
1684.97
6496.22
1831.42
922.904
5930.73
204.763
1578.01
1255.41
592.474
3237.36
5320.49
5659.04
308.34
5460.32
2527.64
655.02
459.654
3905.75
5588.28
4230.0
1086.82
1227.89
2570.87
336.688
7083.37
4814.24
980.643
3457.93
1073.97
3853.53
60.1393
3890.21
4190.24
1423.17
2627.16
1038.5
1399.65
3708.89
219.972
6306.66
1346.55
5819.78
0.001
2208.64
2080.68
5147.35
577.278
2851.53
6328.73
2546.22
